filename	mark	label	off0	off1	span
PMC4113221	T1	Application_Mention	59	63	SPSS
PMC4113245	T1	Application_Mention	212	215	SAS
PMC4113245	T2	Application_Mention	231	234	SAS
PMC4116118	T1	Application_Mention	41	45	SPSS
PMC4116333	T1	Application_Mention	35	39	SPSS
PMC4116333	T3	Application_Mention	40	44	PASW
PMC4117474	T1	Application_Mention	34	39	Stata
PMC4117488	T1	Application_Mention	59	67	EPI INFO
PMC4117488	T2	Application_Mention	121	126	Excel
PMC4128761	T1	Application_Mention	12	51	Statistical Package for Social Sciences
PMC4128761	T3	Application_Mention	53	57	SPSS
PMC4133193	T1	Application_Mention	25	30	STATA
PMC4139320	T1	Application_Mention	21	28	WinBugs
PMC4143167	T1	Application_Mention	56	61	Stata
PMC4143241	T1	Application_Mention	50	55	Excel
PMC4146461	T1	Application_Mention	174	177	SAS
PMC4146461	T3	Application_Mention	335	338	SAS
PMC4151964	T2	Application_Mention	452	456	SPSS
PMC4152246	T1	Application_Mention	29	34	Excel
PMC4152288	T1	Application_Mention	42	47	Stata
PMC4154727	T1	Application_Mention	40	44	SPSS
PMC4157774	T1	Application_Mention	34	38	SPSS
PMC4162622	T1	Application_Mention	0	15	SPSS Statistics
PMC4168004	T1	Application_Mention	34	39	Stata
PMC4182710	T1	Application_Mention	39	42	SAS
PMC4182710	T2	Application_Mention	80	86	SUDAAN
PMC4182799	T1	Application_Mention	271	278	Minitab
PMC4182805	T1	Application_Mention	188	192	SPSS
PMC4190082	T2	Application_Mention	203	244	Software Package for Statistical Analysis
PMC4190082	T3	Application_Mention	246	250	SPSS
PMC4208812	T1	Application_Mention	55	70	SPSS Statistics
PMC4211701	T1	Application_Mention	31	36	STATA
PMC4220931	T1	Application_Mention	296	299	SAS
PMC4226578	T1	Application_Mention	97	100	SAS
PMC4240595	T1	Application_Mention	227	236	SPSS Amos
PMC4245124	T1	Application_Mention	203	206	SAS
PMC4264740	T1	Application_Mention	46	50	SPSS
PMC4274157	T1	Application_Mention	52	60	Epi-Info
PMC4274157	T2	Application_Mention	79	83	SPSS
PMC4296933	T1	Application_Mention	54	69	SPSS Statistics
PMC4335048	T1	Application_Mention	76	79	SAS
PMC4335060	T1	Application_Mention	30	34	SPSS
PMC4342009	T1	Application_Mention	38	81	Statistical Package for the Social Sciences
PMC4342009	T3	Application_Mention	83	87	SPSS
PMC4366215	T2	Application_Mention	42	46	JAGS
PMC4370691	T1	Application_Mention	34	38	SPSS
PMC4383449	T1	Application_Mention	49	88	Statistical Package for Social Sciences
PMC4383449	T3	Application_Mention	90	94	SPSS
PMC4390361	T1	Application_Mention	28	33	STATA
PMC4390361	T3	Application_Mention	34	36	MP
PMC4398325	T1	Application_Mention	58	63	blast
PMC4398325	T3	Application_Mention	132	138	blastn
PMC4398498	T1	Application_Mention	38	42	SPSS
PMC4405359	T1	Application_Mention	84	93	SPSS AMOS
PMC4414420	T1	Application_Mention	47	62	SPSS Statistics
PMC4414468	T1	Application_Mention	0	5	Stata
PMC4416015	T1	Application_Mention	615	618	SAS
PMC4418829	T1	Application_Mention	283	288	excel
PMC4423990	T1	Application_Mention	34	38	SPSS
PMC4427319	T1	Application_Mention	43	47	SPSS
PMC4433227	T1	Application_Mention	37	41	SPSS
PMC4444086	T1	Application_Mention	78	82	SPSS
PMC4444086	T2	Application_Mention	170	176	LISREL
PMC4451079	T1	Application_Mention	91	96	Stata
PMC4452766	T1	Application_Mention	34	39	Stata
PMC4452766	T3	Application_Mention	40	42	SE
PMC4454565	T1	Application_Mention	24	27	SAS
PMC4454696	T2	Application_Mention	25	55	Statistical Parametric Mapping
PMC4454696	T4	Application_Mention	59	62	SPM
PMC4460094	T1	Application_Mention	107	111	SPSS
PMC4465675	T1	Application_Mention	25	30	Stata
PMC4466912	T1	Application_Mention	73	78	Excel
PMC4472346	T1	Application_Mention	230	233	SAS
PMC4474638	T1	Application_Mention	32	37	MLwiN
PMC4474638	T2	Application_Mention	64	69	Stata
PMC4477874	T1	Application_Mention	29	33	SPSS
PMC4479570	T1	Application_Mention	46	61	SPSS Statistics
PMC4481314	T1	Application_Mention	46	50	SPSS
PMC4496054	T1	Application_Mention	38	42	SPSS
PMC4496054	T2	Application_Mention	52	56	AMOS
PMC4501692	T1	Application_Mention	0	4	SPSS
PMC4505905	T1	Application_Mention	70	75	STATA
PMC4512684	T1	Application_Mention	30	35	Stata
PMC4514736	T1	Application_Mention	22	27	STATA
PMC4524681	T1	Application_Mention	116	120	SPSS
PMC4526536	T1	Application_Mention	0	4	SPSS
PMC4535859	T1	Application_Mention	49	53	SPSS
PMC4546275	T1	Application_Mention	34	38	SPSS
PMC4546275	T2	Application_Mention	12	16	AMOS
PMC4558049	T1	Application_Mention	75	78	SPM
PMC4558093	T1	Application_Mention	42	49	Minitab
PMC4567331	T1	Application_Mention	42	46	SPSS
PMC4575027	T1	Application_Mention	34	39	Stata
PMC4580643	T1	Application_Mention	34	37	SAS
PMC4580648	T1	Application_Mention	317	323	MATLAB
PMC4580648	T4	Application_Mention	661	666	MATLB
PMC4589358	T1	Application_Mention	50	54	SPSS
PMC4591118	T1	Application_Mention	13	18	STATA
PMC4591998	T1	Application_Mention	52	55	SAS
PMC4591998	T2	Application_Mention	21	27	Access
PMC4599893	T1	Application_Mention	36	41	Excel
PMC4633186	T1	Application_Mention	61	66	STATA
PMC4633186	T2	Application_Mention	67	71	S.E.
PMC4636431	T1	Application_Mention	56	60	SPSS
PMC4651293	T1	Application_Mention	27	31	SPSS
PMC4654502	T1	Application_Mention	42	47	Prism
PMC4654502	T2	Application_Mention	98	102	SPSS
PMC4657964	T1	Application_Mention	0	4	SPSS
PMC4657964	T3	Application_Mention	43	51	EpiTools
PMC4664486	T1	Application_Mention	45	54	SigmaPlot
PMC4667844	T1	Application_Mention	4	42	statistical package for social science
PMC4667844	T3	Application_Mention	49	53	SPSS
PMC4667923	T1	Application_Mention	0	5	Stata
PMC4675522	T1	Application_Mention	94	98	SPSS
PMC4683049	T1	Application_Mention	42	47	Stata
PMC4684369	T1	Application_Mention	77	82	BLAST
PMC4684369	T2	Application_Mention	84	117	Basic Local Alignment Search Tool
PMC4686167	T1	Application_Mention	33	37	SPSS
PMC4692284	T1	Application_Mention	28	43	SPSS Statistics
PMC4696826	T1	Application_Mention	62	66	SPSS
PMC4697474	T1	Application_Mention	99	104	Stata
PMC4699918	T1	Application_Mention	38	42	SPSS
PMC4699918	T2	Application_Mention	73	77	PASW
PMC4701397	T1	Application_Mention	40	45	Stata
PMC4701450	T1	Application_Mention	50	65	SPSS Statistics
PMC4703213	T1	Application_Mention	33	38	Stata
PMC4720425	T1	Application_Mention	51	57	InStat
PMC4721654	T1	Application_Mention	62	67	Excel
PMC4721672	T1	Application_Mention	57	61	SPSS
PMC4723157	T1	Application_Mention	8	51	Statistical Package for the Social Sciences
PMC4723157	T3	Application_Mention	53	57	SPSS
PMC4725670	T1	Application_Mention	39	54	SPSS Statistics
PMC4725728	T1	Application_Mention	0	5	STATA
PMC4725728	T4	Application_Mention	53	55	IC
PMC4726570	T1	Application_Mention	40	43	SAS
PMC4726595	T1	Application_Mention	30	34	SPSS
PMC4728114	T1	Application_Mention	185	190	Stata
PMC4731070	T1	Application_Mention	216	219	SAS
PMC4734597	T1	Application_Mention	28	44	EpiData Analysis
PMC4734597	T2	Application_Mention	75	80	Stata
PMC4734618	T1	Application_Mention	8	13	STATA
PMC4734710	T1	Application_Mention	74	78	SPSS
PMC4744078	T1	Application_Mention	126	131	Excel
PMC4755532	T1	Application_Mention	31	36	Stata
PMC4762940	T1	Application_Mention	82	88	Access
PMC4762940	T2	Application_Mention	135	140	Excel
PMC4764204	T1	Application_Mention	29	44	SPSS Statistics
PMC4765767	T1	Application_Mention	43	47	SPSS
PMC4784934	T1	Application_Mention	141	160	PABAK-OS calculator
PMC4784934	T3	Application_Mention	42	45	SAS
PMC4794244	T1	Application_Mention	38	43	STATA
PMC4798575	T1	Application_Mention	34	39	Stata
PMC4798575	T3	Application_Mention	45	47	SE
PMC4798594	T1	Application_Mention	34	38	SPSS
PMC4803212	T1	Application_Mention	44	83	Statistical Package for Social Sciences
PMC4803212	T2	Application_Mention	34	39	Excel
PMC4803212	T4	Application_Mention	85	89	SPSS
PMC4805189	T1	Application_Mention	85	88	SAS
PMC4805194	T1	Application_Mention	40	44	SPSS
PMC4814065	T1	Application_Mention	30	35	Stata
PMC4820124	T1	Application_Mention	43	47	SPSS
PMC4825976	T1	Application_Mention	175	179	SPSS
PMC4830594	T1	Application_Mention	52	56	SPSS
PMC4833310	T1	Application_Mention	191	196	stata
PMC4833339	T1	Application_Mention	39	43	SPSS
PMC4833352	T1	Application_Mention	38	43	STATA
PMC4835073	T1	Application_Mention	27	31	SPSS
PMC4839683	T1	Application_Mention	108	112	SPSS
PMC4849643	T1	Application_Mention	96	100	SPSS
PMC4849764	T1	Application_Mention	46	49	SAS
PMC4868318	T1	Application_Mention	50	53	SAS
PMC4877066	T1	Application_Mention	65	70	Stata
PMC4880294	T1	Application_Mention	71	75	SPSS
PMC4883798	T1	Application_Mention	33	38	Stata
PMC4889034	T1	Application_Mention	42	47	Stata
PMC4889034	T2	Application_Mention	113	118	Mplus
PMC4896451	T1	Application_Mention	209	214	Excel
PMC4898773	T1	Application_Mention	0	4	SPSS
PMC4900553	T1	Application_Mention	156	160	SPSS
PMC4900553	T2	Application_Mention	254	258	SPSS
PMC4900599	T1	Application_Mention	30	35	STATA
PMC4900599	T4	Application_Mention	39	41	SE
PMC4907437	T1	Application_Mention	29	34	Stata
PMC4907437	T2	Application_Mention	50	64	REALCOM-IMPUTE
PMC4911165	T1	Application_Mention	31	34	SAS
PMC4913900	T1	Application_Mention	98	102	SPSS
PMC4913900	T2	Application_Mention	146	150	SPSS
PMC4917221	T1	Application_Mention	79	84	Stata
PMC4930171	T1	Application_Mention	34	39	STATA
PMC4933363	T1	Application_Mention	218	223	Stata
PMC4938214	T1	Application_Mention	29	34	STATA
PMC4938526	T1	Application_Mention	158	162	SPSS
PMC4944962	T1	Application_Mention	45	48	SAS
PMC4945061	T1	Application_Mention	42	45	SAS
PMC4956302	T1	Application_Mention	204	209	Stata
PMC4963105	T1	Application_Mention	43	47	SPSS
PMC4965095	T1	Application_Mention	21	25	SPSS
PMC4970811	T1	Application_Mention	95	99	SPSS
PMC4970811	T2	Application_Mention	49	54	Mplus
PMC4972395	T1	Application_Mention	34	37	SAS
PMC4973914	T1	Application_Mention	112	117	STATA
PMC4982625	T1	Application_Mention	150	155	excel
PMC4982625	T2	Application_Mention	41	46	excel
PMC4985145	T1	Application_Mention	45	49	SPSS
PMC4987013	T1	Application_Mention	43	47	SPSS
PMC4990208	T1	Application_Mention	100	103	SAS
PMC4990208	T2	Application_Mention	66	72	Access
PMC5001719	T1	Application_Mention	34	39	Stata
PMC5003337	T1	Application_Mention	86	89	SPM
PMC5010180	T1	Application_Mention	70	75	Stata
PMC5014325	T1	Application_Mention	37	41	SPSS
PMC5015864	T2	Application_Mention	51	56	Excel
PMC5019395	T1	Application_Mention	46	50	SPSS
PMC5042480	T1	Application_Mention	25	28	SAS
PMC5042480	T2	Application_Mention	38	43	STATA
PMC5065133	T1	Application_Mention	203	207	SPSS
PMC5068799	T1	Application_Mention	57	72	SPSS Statistics
PMC5068799	T2	Application_Mention	25	30	Mplus
PMC5079648	T1	Application_Mention	34	39	STATA
PMC5096670	T1	Application_Mention	38	43	Stata
PMC5104437	T1	Application_Mention	116	121	STATA
PMC5104437	T4	Application_Mention	122	124	MP
PMC5112893	T1	Application_Mention	45	49	SPSS
PMC5112978	T1	Application_Mention	50	54	SPSS
PMC5115662	T1	Application_Mention	53	58	Excel
PMC5115662	T2	Application_Mention	118	133	SPSS Statistics
PMC5130232	T1	Application_Mention	47	52	Stata
PMC5145233	T1	Application_Mention	43	47	SPSS
PMC5147884	T1	Application_Mention	24	28	SPSS
PMC5148026	T1	Application_Mention	103	108	Stata
PMC5152899	T1	Application_Mention	38	53	SPSS statistics
PMC5158042	T1	Application_Mention	12	15	SAS
PMC5158195	T1	Application_Mention	156	162	MaxQDA
PMC5161328	T1	Application_Mention	31	35	SPSS
PMC5173381	T1	Application_Mention	36	75	Statistical Package for Social Sciences
PMC5176262	T1	Application_Mention	76	81	Excel
PMC5179078	T1	Application_Mention	14	19	Mplus
PMC5179078	T2	Application_Mention	0	4	SPSS
PMC5199054	T1	Application_Mention	53	58	Prism
PMC5207427	T1	Application_Mention	10	15	Excel
PMC5207427	T2	Application_Mention	20	63	Statistical Package for the Social Sciences
PMC5207427	T4	Application_Mention	65	69	SPSS
PMC5224787	T1	Application_Mention	55	60	STATA
PMC5231401	T1	Application_Mention	73	82	Sigmaplot
PMC5234805	T1	Application_Mention	0	5	Stata
PMC5234805	T3	Application_Mention	19	21	SE
PMC5240969	T1	Application_Mention	105	110	Excel
PMC5242464	T1	Application_Mention	30	35	Stata
PMC5249115	T1	Application_Mention	140	167	Statistical Analysis System
PMC5266220	T1	Application_Mention	395	407	GenomeStudio
PMC5266220	T2	Application_Mention	231	236	BLAST
PMC5289551	T1	Application_Mention	46	85	Statistical Package for Social Sciences
PMC5289551	T3	Application_Mention	87	91	SPSS
PMC5293190	T1	Application_Mention	28	32	SPSS
PMC5293190	T3	Application_Mention	47	62	SPSS Statistics
PMC5295691	T1	Application_Mention	42	85	Statistical Package for the Social Sciences
PMC5295691	T2	Application_Mention	87	91	SPSS
PMC5295697	T1	Application_Mention	32	37	Stata
PMC5302797	T1	Application_Mention	46	50	SPSS
PMC5302797	T2	Application_Mention	114	118	SPSS
PMC5302808	T1	Application_Mention	164	167	SAS
PMC5302808	T2	Application_Mention	176	181	STATA
PMC5325527	T1	Application_Mention	37	42	Stata
PMC5325587	T1	Application_Mention	174	189	SPSS Statistics
PMC5338789	T1	Application_Mention	116	120	SPSS
PMC5340351	T1	Application_Mention	8	13	STATA
PMC5342221	T1	Application_Mention	5	10	STATA
PMC5342319	T1	Application_Mention	30	35	Stata
