filename	mark	label	off0	off1	span
PMC5819792	T1	Application_Usage	47	50	SAS
PMC5819792	T2	Application_Usage	148	175	Comprehensive Meta-Analysis
PMC5819792	T3	Version	60	63	9.3
PMC5819792	T4	Developer	65	83	SAS Institute Inc.
PMC5819792	T5	Version	184	191	2.2.027
PMC5819792	T6	Developer	202	209	Biostat
PMC5819802	T1	Application_Usage	35	40	Stata
PMC5819802	T2	Version	41	45	15.0
PMC5819802	T3	Developer	47	56	StataCorp
PMC5821381	T1	Application_Usage	42	69	Statistical Analysis System
PMC5821381	T2	Abbreviation	71	74	SAS
PMC5821381	T3	Version	85	88	9.4
PMC5821381	T4	Developer	90	108	SAS Institute Inc.
PMC5823369	T1	Application_Usage	0	5	STATA
PMC5823369	T2	Version	14	16	13
PMC5826529	T1	Application_Usage	133	148	SPSS Statistics
PMC5826529	T2	Application_Usage	217	227	LatentGold
PMC5826529	T3	Developer	129	132	IBM
PMC5826529	T4	Version	149	151	18
PMC5826529	T5	Version	228	229	3
PMC5830041	T1	Application_Usage	86	90	SPSS
PMC5830041	T2	Application_Usage	24	31	EpiData
PMC5830041	T3	Version	32	35	3.0
PMC5830041	T4	Version	91	96	10.01
PMC5832313	T1	Application_Usage	252	256	SPSS
PMC5832313	T2	Application_Usage	346	350	SPSS
PMC5832313	T3	Version	360	362	22
PMC5832313	T4	Version	372	380	22.0.0.2
PMC5832313	T5	Developer	382	391	IBM Corp.
PMC5841764	T1	Application_Usage	55	60	Stata
PMC5858786	T1	Application_Usage	4	8	SPSS
PMC5858786	T2	Version	9	13	22.0
PMC5865738	T1	Application_Usage	61	64	SAS
PMC5865738	T2	Version	65	68	9.3
PMC5865738	T3	Developer	70	83	SAS Institute
PMC5874058	T1	Application_Usage	34	38	SPSS
PMC5874058	T2	Version	47	52	24.0J
PMC5874058	T3	Developer	54	63	IBM Japan
PMC5874061	T1	Application_Usage	46	51	STATA
PMC5874061	T2	Version	52	56	13.0
PMC5875891	T1	Application_Usage	61	76	SPSS Statistics
PMC5875891	T2	Version	78	82	20.0
PMC5875891	T3	Developer	57	60	IBM
PMC5875891	T4	Citation	91	95	[94]
PMC5880390	T1	Application_Usage	8	13	STATA
PMC5880390	T2	Version	14	18	13.0
PMC5884536	T1	Application_Usage	70	113	Statistical Package for the Social Sciences
PMC5884536	T2	Developer	124	127	IBM
PMC5884536	T3	Application_Usage	128	143	SPSS Statistics
PMC5884536	T4	Version	144	146	18
PMC5884542	T1	Application_Usage	27	31	SPSS
PMC5884542	T2	Version	41	45	24.0
PMC5886550	T1	Application_Usage	97	102	Stata
PMC5886550	T2	PlugIn_Usage	103	106	ICE
PMC5889056	T1	Application_Usage	35	78	Statistical Package for the Social Sciences
PMC5889056	T2	Developer	31	34	IBM
PMC5889056	T3	Abbreviation	80	84	SPSS
PMC5889056	T4	Version	86	88	18
PMC5889058	T1	Application_Usage	13	17	SPSS
PMC5889058	T2	Version	26	28	24
PMC5895061	T1	Application_Usage	95	101	MaxQDA
PMC5895061	T2	Version	111	113	12
PMC5896907	T1	Application_Usage	90	95	STATA
PMC5896907	T2	Application_Usage	47	52	Excel
PMC5896907	T3	OperatingSystem_Usage	57	64	Windows
PMC5896907	T4	Application_Usage	313	318	STATA
PMC5896907	T5	Developer	37	46	Microsoft
PMC5896907	T6	Version	104	106	12
PMC5896907	T7	Developer	108	118	STATA Corp
PMC5905883	T1	ProgrammingEnvironment_Usage	31	37	Matlab
PMC5905883	T2	Application_Usage	100	120	Techila Technologies
PMC5905883	T3	Application_Usage	42	54	Google Cloud
PMC5905884	T1	Application_Usage	62	70	R Studio
PMC5905884	T2	PlugIn_Usage	32	36	dlnm
PMC5905884	T3	Application_Usage	126	129	SAS
PMC5905884	T4	Version	53	58	2.2.6
PMC5905884	T5	Version	132	135	9.4
PMC5905884	T6	Developer	137	155	SAS Institute Inc.
PMC5908075	T1	Application_Usage	45	49	SPSS
PMC5908075	T2	Version	58	60	22
PMC5908080	T1	Application_Usage	43	46	SPM
PMC5908080	T2	ProgrammingEnvironment_Usage	150	156	MATLAB
PMC5908080	T3	Version	46	47	8
PMC5908080	T4	Developer	49	91	Wellcome Department of Cognitive Neurology
PMC5908080	T5	URL	105	137	http://www.fil.ion.ucl.ac.uk/spm
PMC5908080	T6	Release	157	162	2007b
PMC5908080	T7	Developer	164	178	Mathworks Inc.
PMC5908082	T1	Application_Usage	45	48	SAS
PMC5908082	T2	OperatingSystem_Usage	64	67	Win
PMC5908082	T3	Version	52	57	9.1.3
PMC5908082	T4	Release	70	76	64 bit
PMC5908082	T5	Version	67	68	7
PMC5912798	T1	Application_Usage	73	78	BLAST
PMC5922558	T1	Application_Usage	73	77	SPSS
PMC5922558	T2	PlugIn_Usage	55	62	PROCESS
PMC5922558	T3	Citation	78	82	[62]
PMC5931653	T1	Application_Usage	44	49	Stata
PMC5931653	T2	Version	50	54	14.1
PMC5937783	T1	Application_Usage	74	89	SPSS Statistics
PMC5937783	T2	Developer	70	73	IBM
PMC5937783	T3	Version	99	101	25
PMC5937997	T1	Application_Usage	30	34	SPSS
PMC5937997	T2	ProgrammingEnvironment_Usage	52	53	R
PMC5937997	T3	Version	43	47	24.0
PMC5942853	T1	ProgrammingEnvironment_Usage	29	35	Matlab
PMC5942853	T2	Release	36	41	2015b
PMC5942853	T3	Developer	43	56	The Mathworks
PMC5951581	T1	Application_Usage	54	58	SPSS
PMC5951581	T2	Version	61	63	21
PMC5957384	T1	Application_Usage	60	65	STATA
PMC5957384	T2	Version	89	93	14.1
PMC5957384	T3	Developer	95	106	STATA Corp.
PMC5963770	T1	Application_Usage	60	65	Stata
PMC5963770	T2	Version	66	70	13.0
PMC5963770	T3	Developer	72	80	StatCorp
PMC5963780	T1	PlugIn_Usage	52	59	PROCESS
PMC5963780	T2	Application_Usage	64	68	SPSS
PMC5963780	T3	Application_Usage	115	119	SPSS
PMC5963780	T4	Citation	69	73	[29]
PMC5963780	T5	Version	128	130	22
PMC5967727	T1	Application_Usage	46	61	SPSS Statistics
PMC5967727	T2	Application_Usage	71	75	AMOS
PMC5967727	T3	Version	62	66	23.0
PMC5967727	T4	Version	84	88	23.0
PMC2100169	T1	Application_Mention	131	136	Stata
PMC2100169	T2	Version	137	140	8.0
PMC2295259	T1	Application_Usage	78	82	SPSS
PMC2295259	T2	Version	83	87	11.5
PMC2560998	T1	Application_Usage	29	32	JMP
PMC2560998	T2	Developer	34	52	SAS Institute Inc.
PMC2574410	T1	ProgrammingEnvironment_Usage	74	80	MATLAB
PMC2574410	T2	Version	81	84	7.0
PMC2574410	T3	Developer	87	101	Mathworks Inc.
PMC2582449	T1	Application_Usage	205	211	RevMan
PMC2582449	T2	Application_Usage	97	140	Statistical Package for the Social Sciences
PMC2582449	T3	OperatingSystem_Usage	146	153	Windows
PMC2582449	T4	Application_Usage	34	37	SAS
PMC2582449	T5	Version	61	64	9.1
PMC2582449	T6	Developer	66	84	SAS Institute Inc.
PMC2582449	T7	Application_Usage	156	160	SPSS
PMC2582449	T8	Version	170	174	14.1
PMC2582449	T9	Developer	176	185	SPSS Inc.
PMC2582449	T10	Version	220	223	4.1
PMC2582449	T11	Developer	225	247	Cochrane Collaboration
PMC2582449	T12	Extension	38	42	STAT
PMC2645500	T1	Application_Usage	137	142	STATA
PMC2656621	T1	Application_Usage	139	142	SAS
PMC2656621	T2	Application_Usage	333	336	SAS
PMC2656621	T3	Release	144	148	2001
PMC2682645	T1	Application_Usage	39	43	SPSS
PMC2695008	T1	ProgrammingEnvironment_Usage	215	221	Matlab
PMC2695008	T2	Application_Usage	53	83	statistical parametric mapping
PMC2695008	T3	Application_Usage	102	105	SPM
PMC2695008	T4	Version	105	106	5
PMC2695008	T5	Developer	108	150	Wellcome Department of Cognitive Neurology
PMC2695008	T6	URL	160	185	www.fil.ion.ucl.ac.uk/spm
PMC2695008	T7	Developer	223	238	Mathworks, Inc.
PMC2695008	T8	Release	264	266	14
PMC2702002	T1	Application_Usage	48	53	BLAST
PMC2702002	T2	Developer	43	47	NCBI
PMC2715862	T1	Application_Usage	34	43	SigmaStat
PMC2715862	T2	Application_Usage	52	56	SPSS
PMC2715862	T3	OperatingSystem_Usage	61	68	Windows
PMC2715862	T4	Version	44	47	3.5
PMC2715862	T5	Version	69	73	11.5
PMC2771898	T1	Application_Usage	49	52	SAS
PMC2771898	T3	Version	54	59	9.1.2
PMC2799661	T1	Application_Usage	28	33	Excel
PMC2799661	T2	Application_Usage	49	55	Office
PMC2799661	T3	Developer	39	48	Microsoft
PMC2808254	T1	Application_Usage	70	73	SAS
PMC2808254	T2	Version	83	86	9.1
PMC2808254	T3	Developer	88	107	SAS Institute, Inc.
PMC2841167	T1	ProgrammingEnvironment_Usage	183	189	Matlab
PMC2841167	T2	Application_Usage	140	151	EyeLink API
PMC2844416	T1	Application_Usage	109	116	Minitab
PMC2844416	T2	Version	122	126	15.1
PMC2864761	T1	Application_Usage	50	54	SPSS
PMC2864761	T2	Application_Usage	64	69	Excel
PMC2864761	T3	Version	55	59	17.0
PMC2864761	T4	Release	70	74	2007
PMC2924608	T1	Application_Usage	34	39	STATA
PMC2924608	T2	Version	43	47	10.1
PMC2924608	T3	Developer	49	58	StataCorp
PMC2924608	T4	Extension	40	42	SE
PMC2942830	T1	Application_Usage	132	136	SPSS
PMC2942830	T2	Application_Usage	309	313	SPSS
PMC2942830	T3	Version	137	141	15.0
PMC2942830	T4	Version	314	318	15.0
PMC2958801	T1	ProgrammingEnvironment_Usage	112	118	Matlab
PMC2958837	T1	Application_Usage	167	175	STATVIEW
PMC2958837	T2	Version	176	179	5.0
PMC2958837	T3	Developer	181	194	SAS Institute
PMC2972719	T1	PlugIn_Usage	113	131	Behavior Annotator
PMC2972719	T2	ProgrammingEnvironment_Usage	168	174	MATLAB
PMC2972719	T3	Developer	105	112	Caltech
PMC2989911	T1	Application_Usage	34	42	Statview
PMC2989911	T2	Developer	53	56	SAS
PMC2994755	T1	ProgrammingEnvironment_Usage	35	41	MATLAB
PMC3001856	T1	Application_Usage	4	7	SAS
PMC3001859	T1	ProgrammingEnvironment_Usage	33	34	R
PMC3001859	T2	ProgrammingEnvironment_Usage	55	61	Matlab
PMC3001859	T3	Version	44	49	2.8.0
PMC3001859	T4	Release	71	76	2009b
PMC3002948	T1	Application_Usage	44	47	SPM
PMC3002948	T2	ProgrammingEnvironment_Usage	122	128	MatLab
PMC3002948	T3	Version	47	48	5
PMC3002948	T4	Developer	50	92	Wellcome Department of Cognitive Neurology
PMC3002948	T5	Version	129	132	7.2
PMC3002948	T6	Developer	134	143	MathWorks
PMC3022014	T1	Application_Usage	29	33	SPSS
PMC3022014	T2	Application_Usage	114	124	Sigma plot
PMC3022014	T3	OperatingSystem_Usage	47	54	Windows
PMC3022014	T4	OperatingSystem_Usage	129	136	Windows
PMC3022014	T5	Version	59	61	15
PMC3022014	T6	Developer	62	65	IBM
PMC3022014	T7	Version	141	146	8.02.
PMC3022014	T8	Developer	147	167	Systat Software Inc.
PMC3032724	T1	Application_Usage	50	55	Excel
PMC3043001	T1	Application_Usage	72	75	SAS
PMC3043001	T2	Version	76	77	9
PMC3043001	T5	URL	112	149	http://support.sas.com/kb/24/982.html
PMC3044740	T1	Application_Usage	41	49	StatView
PMC3044740	T2	Developer	51	64	SAS Institute
PMC3068144	T1	Application_Usage	140	143	SAS
PMC3068144	T2	Version	152	155	9.1
PMC3068144	T3	Developer	157	175	SAS Institute Inc.
PMC3071834	T1	Application_Usage	0	4	SPSS
PMC3071834	T2	Application_Usage	9	12	SAS
PMC3082537	T1	Application_Usage	298	302	SPSS
PMC3082537	T2	Version	312	318	14.0.1
PMC3108597	T1	Application_Usage	2	7	BLAST
PMC3108597	T2	Citation	15	19	[40]
PMC3111458	T1	ProgrammingEnvironment_Usage	80	86	Matlab
PMC3111458	T2	Developer	97	106	MathWorks
PMC3113910	T1	Application_Usage	0	4	SPSS
PMC3113910	T2	OperatingSystem_Usage	20	26	Mac OS
PMC3113910	T3	Version	13	15	16
PMC3113910	T4	Version	27	31	10.5
PMC3144874	T1	Application_Usage	44	55	SAS Lab Pro
PMC3144874	T2	Developer	57	64	Avisoft
PMC3146533	T1	ProgrammingEnvironment_Usage	139	145	Matlab
PMC3151289	T1	Application_Usage	41	45	SPSS
PMC3151289	T2	OperatingSystem_Usage	80	87	Windows
PMC3151289	T3	Version	46	50	16.0
PMC3151289	T4	Developer	52	61	SPSS Inc.
PMC3153932	T1	Application_Usage	122	127	Stata
PMC3153932	T2	Version	128	130	11
PMC3154278	T1	Application_Usage	40	44	SPSS
PMC3154278	T2	Version	45	49	17.0
PMC3154278	T3	Developer	51	60	SPSS Inc.
PMC3166128	T1	Application_Usage	8	12	SPSS
PMC3166128	T2	Version	15	17	17
PMC3167835	T1	Application_Usage	0	5	Stata
PMC3167835	T2	Version	6	10	11.1
PMC3177863	T1	Application_Usage	29	33	SPSS
PMC3177863	T2	Application_Usage	44	87	Statistical Package for the Social Sciences
PMC3177863	T3	Version	97	101	17.0
PMC3178585	T1	Application_Usage	33	36	SAS
PMC3178585	T2	Version	38	41	9.2
PMC3187828	T1	Application_Usage	42	46	SPSS
PMC3187828	T2	Version	56	60	18.0
PMC3187828	T3	AlternativeName	62	105	Statistical Package for the Social Sciences
PMC3202564	T1	Application_Usage	51	56	Prism
PMC3202564	T2	Developer	42	50	GraphPad
PMC3202564	T3	Version	58	59	4
PMC3202576	T1	Application_Usage	34	38	SPSS
PMC3202576	T2	Version	39	43	10.0
PMC3202576	T3	Developer	45	54	SPSS Inc.
PMC3212529	T1	Application_Usage	59	64	Prism
PMC3212529	T2	OperatingSystem_Usage	82	89	Windows
PMC3212529	T3	Developer	50	58	GraphPad
PMC3212529	T4	Version	73	77	5.03
PMC3212529	T5	Developer	91	108	GraphPad Software
PMC3237560	T1	Application_Usage	4	7	SAS
PMC3237560	T2	Citation	44	48	[70]
PMC3254635	T1	Application_Usage	36	41	Stata
PMC3254635	T2	Version	50	52	11
PMC3257264	T1	Application_Usage	56	64	Epi Info
PMC3257264	T2	Application_Usage	122	127	STATA
PMC3257264	T3	Application_Usage	241	246	STATA
PMC3257264	T4	Developer	71	74	CDC
PMC3257264	T5	Version	65	69	6.04
PMC3257264	T6	Version	128	131	9.0
PMC3257264	T7	Developer	142	153	Stata Corp.
PMC3281090	T1	Application_Usage	32	36	SPSS
PMC3281090	T2	Application_Usage	70	73	SAS
PMC3281090	T3	Version	38	40	18
PMC3281090	T4	Developer	42	50	SPSS inc
PMC3281090	T5	Version	75	78	9.2
PMC3281090	T6	Developer	80	83	SAS
PMC3281128	T1	ProgrammingEnvironment_Usage	26	32	MATLAB
PMC3281128	T2	PlugIn_Usage	41	55	REGRESSIONv2.m
PMC3281128	T3	Citation	69	73	[54]
PMC3290528	T1	Application_Usage	67	71	SPSS
PMC3290528	T2	Version	81	85	18.0
PMC3290528	T3	Developer	87	97	SPSS, Inc.
PMC3290558	T1	Application_Usage	40	44	SPSS
PMC3290558	T2	Version	45	49	10.0
PMC3291560	T1	Application_Usage	143	150	Minitab
PMC3291560	T2	Application_Usage	252	259	Minitab
PMC3291560	T3	Application_Usage	462	469	Minitab
PMC3291560	T4	Version	153	157	15.0
PMC3291560	T5	Version	262	266	15.0
PMC3291560	T6	Version	472	476	15.0
PMC3296763	T1	Application_Usage	28	32	SPSS
PMC3296763	T2	Version	33	38	14.0J
PMC3296763	T3	Developer	40	49	SPSS Inc.
PMC3302875	T1	Application_Usage	51	55	SPSS
PMC3305313	T1	ProgrammingEnvironment_Usage	33	39	MATLAB
PMC3305313	T2	Developer	41	54	The MathWorks
PMC3310064	T1	Application_Usage	33	36	SAS
PMC3310064	T2	Version	46	49	8.2
PMC3310436	T1	Application_Usage	41	46	Excel
PMC3310436	T2	Application_Usage	103	108	Stata
PMC3310436	T3	PlugIn_Usage	127	134	metareg
PMC3310436	T4	Developer	31	40	Microsoft
PMC3310436	T5	Citation	135	139	[44]
PMC3325283	T1	Application_Usage	34	38	SPSS
PMC3325283	T2	Version	39	41	19
PMC3325283	T3	Developer	43	46	IBM
PMC3325283	T4	Application_Usage	47	62	SPSS Statistics
PMC3325283	T5	Version	63	69	19.0.0
PMC3338832	T1	Application_Usage	59	74	PASW Statistics
PMC3338832	T2	Version	75	77	18
PMC3338832	T3	Version	95	101	18.0.0
PMC3338832	T4	Developer	103	113	SPSS, Inc.
PMC3338832	T5	URL	134	146	www.spss.com
PMC3338832	T6	Release	115	119	2009
PMC3353911	T1	Application_Usage	34	39	Stata
PMC3353911	T2	Application_Usage	91	96	Excel
PMC3353911	T3	Version	48	50	11
PMC3353911	T4	Developer	52	61	StataCorp
PMC3353911	T5	Release	105	109	2007
PMC3353911	T6	Developer	111	132	Microsoft Corporation
PMC3356250	T1	Application_Usage	60	64	SPSS
PMC3356250	T2	Version	73	77	16.0
PMC3356291	T1	Application_Usage	41	50	SigmaPlot
PMC3356291	T2	Version	51	55	11.0
PMC3356291	T3	Developer	57	69	Systat, Inc.
PMC3366977	T1	Application_Usage	49	88	Statistical Package for Social Sciences
PMC3366977	T2	OperatingSystem_Usage	99	106	windows
PMC3366977	T3	Application_Usage	90	94	SPSS
PMC3366977	T4	Version	116	120	19.0
PMC3368909	T1	Application_Usage	42	46	SPSS
PMC3368909	T2	Application_Usage	106	111	Stata
PMC3368909	T3	Version	48	52	15.0
PMC3368909	T4	Developer	54	64	SPSS, Inc.
PMC3368909	T5	Version	112	114	10
PMC3368909	T6	Developer	116	128	StataCorp LP
PMC3371048	T1	Application_Usage	23	26	JMP
PMC3371048	T2	Version	30	33	8.0
PMC3371048	T3	Developer	35	53	SAS Institute Inc.
PMC3379986	T1	ProgrammingEnvironment_Usage	32	38	MATLAB
PMC3379986	T2	PlugIn_Usage	6	27	Psychophysics toolbox
PMC3391232	T1	Application_Usage	100	105	Stata
PMC3391232	T2	Version	109	113	11.0
PMC3391232	T3	Developer	115	132	Stata Corporation
PMC3391232	T4	Extension	106	108	SE
PMC3394736	T1	Application_Usage	61	65	SPSS
PMC3394736	T2	Version	71	73	19
PMC3394736	T3	Developer	75	78	IBM
PMC3402400	T1	Application_Usage	28	32	SPSS
PMC3402400	T2	Version	37	39	15
PMC3402400	T3	Developer	41	49	SPSS Inc
PMC3411655	T1	Application_Usage	42	47	STATA
PMC3411655	T2	Version	56	58	11
PMC3411655	T3	Developer	60	69	StataCorp
PMC3411742	T1	Application_Usage	54	59	STATA
PMC3411742	T2	Version	68	71	9.0
PMC3411742	T3	Developer	73	82	StataCorp
PMC3416787	T1	Application_Usage	46	50	SPSS
PMC3416787	T2	OperatingSystem_Usage	62	69	Windows
PMC3416787	T3	Version	51	57	15.0.1
PMC3416787	T4	Developer	71	80	SPSS Inc.
PMC3416787	T5	Release	100	104	2006
PMC3419711	T1	Application_Usage	37	42	Stata
PMC3419711	T3	Version	43	47	11.2
PMC3446940	T1	Application_Usage	51	66	PASW Statistics
PMC3446940	T2	Version	67	69	18
PMC3446940	T3	Developer	71	80	SPSS Inc.
PMC3464298	T1	Application_Usage	94	104	Kubios HRV
PMC3464298	T2	ProgrammingEnvironment_Usage	202	208	MATLAB
PMC3464298	T3	Version	114	117	2.0
PMC3464298	T4	Developer	125	169	biosignal analysis and medical imaging group
PMC3464298	T5	Release	119	123	2008
PMC3466320	T1	Application_Usage	34	38	SPSS
PMC3466320	T2	OperatingSystem_Usage	56	63	Windows
PMC3466320	T3	Version	47	51	15.0
PMC3469536	T1	Application_Usage	55	70	SPSS Statistics
PMC3469536	T2	Version	71	73	19
PMC3469536	T3	Developer	51	54	IBM
PMC3482197	T1	Application_Usage	43	48	Stata
PMC3482197	T2	Version	49	51	11
PMC3485274	T1	Application_Usage	102	107	Stata
PMC3485274	T2	PlugIn_Usage	87	90	ice
PMC3485274	T3	Version	116	120	11.2
PMC3485285	T1	Application_Usage	54	58	SPSS
PMC3490915	T1	Application_Usage	57	62	Prism
PMC3490915	T2	OperatingSystem_Usage	80	87	Windows
PMC3490915	T3	Developer	48	56	GraphPad
PMC3490915	T4	Version	71	75	5.04
PMC3490915	T5	Developer	89	106	GraphPad Software
PMC3490915	T6	URL	123	139	www.graphpad.com
PMC3492364	T1	Application_Usage	47	52	Excel
PMC3492432	T1	ProgrammingEnvironment_Usage	71	74	VBA
PMC3492432	T2	Application_Usage	54	59	Excel
PMC3492432	T3	Developer	44	53	Microsoft
PMC3492432	T4	Release	60	64	2010
PMC3496728	T1	ProgrammingEnvironment_Usage	71	77	MATLAB
PMC3498156	T1	Application_Usage	36	79	Statistical Package for the Social Sciences
PMC3498156	T2	Version	88	92	18.0
PMC3498156	T3	Developer	94	102	SPSS Inc
PMC3504100	T1	Application_Usage	33	44	Cogent 2000
PMC3504100	T2	ProgrammingEnvironment_Usage	98	104	MATLAB
PMC3504100	T4	URL	54	92	http://www.vislab.ucl.ac.uk/cogent.php
PMC3504100	T5	Developer	106	124	The Mathworks Inc.
PMC3507871	T1	Application_Usage	24	29	STATA
PMC3507871	T2	Version	30	34	11.2
PMC3507871	T3	Citation	35	39	[44]
PMC3507917	T1	Application_Usage	28	32	SPSS
PMC3507917	T2	OperatingSystem_Usage	81	88	Windows
PMC3507917	T3	Version	42	46	17.0
PMC3507917	T4	Developer	48	57	SPSS Inc.
PMC3509155	T1	Application_Usage	8	12	SPSS
PMC3509155	T2	OperatingSystem_Usage	22	29	Windows
PMC3509155	T3	Version	13	17	20.0
PMC3509155	T4	Developer	31	40	SPSS Inc.
PMC3519529	T1	Application_Usage	52	55	SAS
PMC3519529	T2	Application_Usage	141	144	JMP
PMC3519529	T3	Version	64	67	8.1
PMC3519529	T4	Developer	69	87	SAS Institute Inc.
PMC3519529	T5	Developer	146	164	SAS Institute Inc.
PMC3526652	T1	Application_Usage	127	131	SPSS
PMC3526652	T2	Version	132	134	18
PMC3530595	T1	Application_Usage	47	51	SPSS
PMC3530595	T2	Version	52	56	18.0
PMC3530595	T3	Developer	58	67	SPSS Inc.
PMC3534046	T1	Application_Usage	41	49	StatView
PMC3534046	T2	Developer	51	64	SAS Institute
PMC3541353	T1	Application_Usage	29	57	Statistical Analysis Systems
PMC3541353	T2	Abbreviation	59	62	SAS
PMC3541353	T3	Version	72	75	9.2
PMC3541387	T1	Application_Usage	45	60	SPSS Statistics
PMC3541387	T2	Version	61	63	19
PMC3541387	T3	Citation	64	68	[37]
PMC3542333	T1	Application_Usage	52	67	PASW Statistics
PMC3542333	T2	ProgrammingEnvironment_Usage	134	135	R
PMC3542333	T3	Version	68	70	18
PMC3542333	T4	Developer	72	81	SPSS Inc.
PMC3542333	T5	Developer	146	169	R Development Core Team
PMC3542333	T6	ProgrammingEnvironment_Usage	188	189	R
PMC3542333	T7	Version	189	195	2.11.1
PMC3542333	T8	Release	96	100	2009
PMC3544765	T1	Application_Usage	33	75	Statistical Package for the Social Science
PMC3544765	T2	Abbreviation	77	81	SPSS
PMC3544765	T3	Version	92	96	17.0
PMC3544861	T1	Application_Usage	71	74	SAS
PMC3544861	T2	Version	98	101	9.2
PMC3544861	T3	Extension	75	79	STAT
PMC3558482	T1	Application_Usage	31	70	statistical package for social sciences
PMC3558482	T2	Application_Usage	72	76	SPSS
PMC3558482	T3	Version	77	79	12
PMC3559777	T1	Application_Usage	25	29	SPSS
PMC3559777	T2	Application_Usage	39	44	STATA
PMC3559777	T3	Version	30	34	15.1
PMC3559777	T4	Version	45	49	11.1
PMC3561195	T1	Application_Usage	29	32	SAS
PMC3561195	T2	Citation	33	37	[45]
PMC3562178	T1	Application_Usage	0	3	SAS
PMC3562178	T2	Version	13	14	8
PMC3569413	T1	Application_Usage	46	88	Statistical Package for the Social Science
PMC3569413	T2	Abbreviation	90	94	SPSS
PMC3569413	T3	Version	104	108	19.0
PMC3575417	T1	Application_Usage	30	34	SPSS
PMC3575417	T2	Version	43	47	17.0
PMC3576340	T1	Application_Usage	105	110	Stata
PMC3576340	T2	Application_Usage	44	51	EpiData
PMC3576340	T3	Version	52	55	3.1
PMC3576340	T4	Version	111	115	10.0
PMC3577686	T1	Application_Usage	31	36	Stata
PMC3577686	T2	Version	39	41	12
PMC3577686	T3	Developer	43	52	StataCorp
PMC3577846	T1	Application_Usage	62	66	SPSS
PMC3577846	T2	Version	69	71	19
PMC3581567	T1	Application_Usage	38	77	Statistical Package for Social Sciences
PMC3581567	T2	Version	104	106	16
PMC3581567	T3	Developer	108	118	SPSS, Inc.
PMC3585326	T1	Application_Usage	38	42	SPSS
PMC3585326	T2	Version	43	47	19.0
PMC3585793	T1	Application_Usage	115	144	Analysis of Moment Structures
PMC3585793	T2	Application_Usage	42	85	Statistical Package for the Social Sciences
PMC3585793	T3	Version	94	98	20.0
PMC3585793	T4	Application_Usage	100	104	SPSS
PMC3585793	T5	Version	105	109	20.0
PMC3585793	T6	Version	153	157	20.0
PMC3585793	T7	Application_Usage	159	163	AMOS
PMC3585793	T8	Version	164	168	20.0
PMC3591425	T1	Application_Usage	65	70	STATA
PMC3591425	T2	Version	79	81	11
PMC3591425	T3	Citation	82	86	[28]
PMC3591454	T1	ProgrammingEnvironment_Usage	62	68	Matlab
PMC3591454	T2	PlugIn_Deposition	102	128	Brain Connectivity Toolbox
PMC3591454	T3	URL	130	164	www.brain-connectivity-toolbox.net
PMC3591454	T4	Citation	166	170	[17]
PMC3592839	T1	Application_Usage	41	46	Excel
PMC3592839	T2	Application_Usage	63	72	OriginPro
PMC3592839	T3	Developer	48	57	Microsoft
PMC3592839	T4	Version	77	80	7.5
PMC3592839	T5	Developer	82	91	OriginLab
PMC3596370	T1	Application_Usage	33	38	Stata
PMC3596371	T1	Application_Usage	138	143	Prism
PMC3596371	T2	Developer	129	137	GraphPad
PMC3596371	T3	Version	144	149	5.0 d
PMC3602443	T1	Application_Usage	31	36	STATA
PMC3602443	T2	Version	46	50	10.1
PMC3602443	T3	Developer	52	62	Statacorp.
PMC3613346	T1	Application_Usage	35	39	SPSS
PMC3613346	T2	Application_Usage	144	147	SAS
PMC3613346	T3	Version	57	61	19.0
PMC3634734	T1	Application_Usage	200	204	SPSS
PMC3634734	T2	Version	206	210	11.5
PMC3634734	T3	Developer	220	224	SPSS
PMC3641050	T1	Application_Usage	90	94	SPSS
PMC3641050	T2	Version	95	99	19.0
PMC3641050	T3	Developer	101	104	IBM
PMC3641101	T1	Application_Usage	61	66	Excel
PMC3641101	T2	Developer	51	60	Microsoft
PMC3647073	T1	ProgrammingEnvironment_Usage	93	99	MATLAB
PMC3656929	T1	Application_Usage	25	29	SPSS
PMC3656929	T2	OperatingSystem_Usage	39	46	Windows
PMC3656929	T3	Version	30	34	15.0
PMC3660607	T1	Application_Usage	29	32	SAS
PMC3660607	T2	Application_Usage	64	70	SUDAAN
PMC3660607	T3	Version	50	53	9.2
PMC3660607	T4	Citation	54	58	[30]
PMC3660607	T5	Version	88	92	10.0
PMC3660607	T6	Citation	93	97	[31]
PMC3661540	T1	Application_Usage	84	88	SPSS
PMC3661540	T2	Citation	98	102	[42]
PMC3661547	T1	Application_Usage	85	90	Stata
PMC3661547	T2	Version	92	96	11.2
PMC3662790	T1	Application_Usage	119	124	STATA
PMC3662790	T2	Version	125	129	11.1
PMC3662790	T3	Developer	131	140	StataCorp
PMC3662790	T4	Release	142	146	2009
PMC3666983	T1	Application_Usage	6	10	SPSS
PMC3666983	T2	Version	19	21	18
PMC3669127	T1	Application_Usage	47	51	SPSS
PMC3669127	T2	OperatingSystem_Usage	70	77	Windows
PMC3669127	T3	Version	52	56	19.0
PMC3670922	T1	Application_Usage	34	38	SPSS
PMC3670922	T2	Version	47	49	21
PMC3675124	T1	ProgrammingEnvironment_Usage	88	94	Matlab
PMC3675124	T2	PlugIn_Usage	111	123	Psychtoolbox
